ticket_id,ticket_text,intent,organization,contract,priority,channel,asset,user_role,previous_resolver,assignment_history,assignment_count,correct_resolver
TCK-1167,URGENT: Suspicious multiple failed login attempts from unknown IP address,Security Incident,Global Finance Inc,Premium SLA,Medium,Email,Cloud VM,External Partner,None,None,1,Security Team
TCK-1168,URGENT: Overheating CPU causing laptop system thermal shutdown,Hardware Fault,Acme Technologies,Mission Critical,Medium,Portal,Desktop,Manager,None,None,1,Hardware Team
TCK-1169,User inquiry: Laptop screen flickering and going completely blank,Hardware Fault,ABC Corp,Standard Enterprise,Low,Chat,Desktop,Security Admin,None,None,1,Hardware Team
TCK-1170,Help needed: Laptop screen flickering and going completely blank,Hardware Fault,ABC Corp,Standard Enterprise,Low,Phone,Laptop,IT Admin,Cloud Team,Database Team -> Security Team,3,Hardware Team
TCK-1171,Cloud storage bucket access permission denied,Cloud Outage,Global Finance Inc,Premium SLA,Medium,Chat,Cloud VM,Manager,Network Team,Security Team,2,Cloud Team
TCK-1172,Help needed: Remote access gateway timeout during sign in,VPN Issue,Global Finance Inc,Premium SLA,High,Portal,Network Device,External Partner,None,None,1,Application Team
TCK-1173,Help needed: Database cluster replication delay critical alert,Database Outage,ABC Corp,Standard Enterprise,Medium,Phone,Database Server,IT Admin,None,None,1,Database Team
TCK-1174,System Alert - Unauthorized privilege escalation attempt in active directory,Security Incident,Acme Technologies,Mission Critical,Critical,Phone,Database Server,Manager,None,None,1,Security Team
TCK-1175,URGENT: Mobile app freezing on checkout payment screen,Application Crash,Global Finance Inc,Premium SLA,Medium,Phone,Laptop,Employee,None,None,1,Application Team
TCK-1176,Remote access gateway timeout during sign in,VPN Issue,Acme Technologies,Mission Critical,Critical,Email,Network Device,IT Admin,None,None,1,Network Team
TCK-1177,URGENT: Overheating CPU causing laptop system thermal shutdown,Hardware Fault,Acme Technologies,Mission Critical,High,Portal,Desktop,External Partner,Application Team,Database Team -> Cloud Team -> Security Team,4,Hardware Team
TCK-1178,User inquiry: VPN tunnel dropping connection every few minutes,VPN Issue,Global Finance Inc,Premium SLA,Low,Email,VPN,Employee,None,None,1,Network Team
TCK-1179,System Alert - Solid state drive reporting SMART disk failure error,Hardware Fault,ABC Corp,Standard Enterprise,Critical,Phone,Laptop,External Partner,None,None,1,Hardware Team
TCK-1180,Issue reported: Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,Acme Technologies,Mission Critical,High,Email,Network Device,Security Admin,None,None,1,Network Team
TCK-1181,System Alert - VPN tunnel dropping connection every few minutes,VPN Issue,Global Finance Inc,Premium SLA,High,Phone,VPN,External Partner,None,None,1,Application Team
TCK-1182,Help needed: PostgreSQL database service stopped unexpectedly,Database Outage,Global Finance Inc,Premium SLA,High,Portal,Database Server,Manager,None,None,1,Database Team
TCK-1183,URGENT: Cloud storage bucket access permission denied,Cloud Outage,Acme Technologies,Mission Critical,Critical,Phone,Cloud VM,IT Admin,None,None,1,Cloud Team
TCK-1184,Help needed: Azure Cloud VM unreachable via SSH connection,Cloud Outage,XYZ Ltd,Basic Support,High,Email,Cloud VM,Employee,None,None,1,Application Team
TCK-1185,User inquiry: Remote access gateway timeout during sign in,VPN Issue,Acme Technologies,Mission Critical,Low,Portal,VPN,Security Admin,None,None,1,Network Team
TCK-1186,User inquiry: Cloud storage bucket access permission denied,Cloud Outage,Global Finance Inc,Premium SLA,High,Phone,Cloud VM,Security Admin,None,None,1,Cloud Team
TCK-1187,Unauthorized privilege escalation attempt in active directory,Security Incident,Acme Technologies,Mission Critical,High,Email,Network Device,Manager,None,None,1,Security Team
TCK-1188,User inquiry: Cannot connect to corporate VPN from home network,VPN Issue,XYZ Ltd,Basic Support,Medium,Phone,VPN,IT Admin,None,None,1,Network Team
TCK-1189,User inquiry: Database cluster replication delay critical alert,Database Outage,Acme Technologies,Mission Critical,High,Phone,Database Server,Employee,Cloud Team,Cloud Team -> Network Team,3,Database Team
TCK-1190,User inquiry: Web portal throwing HTTP 500 internal server error,Application Crash,XYZ Ltd,Basic Support,High,Portal,Desktop,Manager,None,None,1,Application Team
TCK-1191,URGENT: Cannot connect to corporate VPN from home network,VPN Issue,Acme Technologies,Mission Critical,Low,Chat,Network Device,Manager,None,None,1,Network Team
TCK-1192,Mobile app freezing on checkout payment screen,Application Crash,Acme Technologies,Mission Critical,Critical,Phone,Application Server,Security Admin,None,None,1,Application Team
TCK-1193,Issue reported: AWS EC2 instance instance status check failed,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Email,Cloud VM,Security Admin,None,None,1,Cloud Team
TCK-1194,Database cluster replication delay critical alert,Database Outage,Acme Technologies,Mission Critical,High,Phone,Database Server,IT Admin,None,None,1,Database Team
TCK-1195,Issue reported: Remote access gateway timeout during sign in,VPN Issue,Global Finance Inc,Premium SLA,Critical,Email,Network Device,Employee,Hardware Team,Application Team,2,Network Team
TCK-1196,Issue reported: CRM module memory leak causing severe slow response,Application Crash,XYZ Ltd,Basic Support,High,Email,Desktop,IT Admin,None,None,1,Application Team
TCK-1197,System Alert - Potential data exfiltration alert triggered on firewall,Security Incident,Global Finance Inc,Premium SLA,Medium,Portal,Database Server,IT Admin,None,None,1,Security Team
TCK-1198,Issue reported: CRM module memory leak causing severe slow response,Application Crash,XYZ Ltd,Basic Support,Low,Portal,Laptop,External Partner,None,None,1,Application Team
TCK-1199,Help needed: CRM module memory leak causing severe slow response,Application Crash,ABC Corp,Standard Enterprise,Medium,Phone,Laptop,Employee,None,None,1,Application Team
TCK-1200,URGENT: Employee account compromised sending phishing emails,Security Incident,Global Finance Inc,Premium SLA,High,Phone,Cloud VM,Employee,None,None,1,Security Team
TCK-1201,User inquiry: VPN client giving authentication error 800,VPN Issue,Global Finance Inc,Premium SLA,Low,Email,Network Device,External Partner,None,None,1,Application Team
TCK-1202,Help needed: Employee account compromised sending phishing emails,Security Incident,Acme Technologies,Mission Critical,Critical,Portal,Desktop,Manager,Hardware Team,Application Team,2,Security Team
TCK-1203,Issue reported: CRM module memory leak causing severe slow response,Application Crash,XYZ Ltd,Basic Support,High,Email,Desktop,IT Admin,None,None,1,Application Team
TCK-1204,User inquiry: Mobile app freezing on checkout payment screen,Application Crash,Acme Technologies,Mission Critical,Critical,Phone,Desktop,External Partner,None,None,1,Application Team
TCK-1205,Help needed: Remote access gateway timeout during sign in,VPN Issue,ABC Corp,Standard Enterprise,Low,Chat,Network Device,Security Admin,None,None,1,Network Team
TCK-1206,User inquiry: Auto-scaling group failing to launch new cloud instances,Cloud Outage,XYZ Ltd,Basic Support,High,Chat,Cloud VM,Employee,Security Team,Network Team -> Cloud Team -> Network Team,4,Application Team
TCK-1207,System Alert - Database connection pool exhausted on production server,Database Outage,Acme Technologies,Mission Critical,Critical,Email,Database Server,Security Admin,None,None,1,Database Team
TCK-1208,CRM module memory leak causing severe slow response,Application Crash,ABC Corp,Standard Enterprise,Medium,Phone,Desktop,Manager,None,None,1,Application Team
TCK-1209,System Alert - Potential data exfiltration alert triggered on firewall,Security Incident,Acme Technologies,Mission Critical,Critical,Phone,Database Server,Manager,None,None,1,Security Team
TCK-1210,User inquiry: Kubernetes pod crash loop backoff on cloud node,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Phone,Cloud VM,Manager,Database Team,Security Team -> Hardware Team,3,Cloud Team
TCK-1211,Help needed: Overheating CPU causing laptop system thermal shutdown,Hardware Fault,Acme Technologies,Mission Critical,Critical,Chat,Laptop,IT Admin,None,None,1,Hardware Team
TCK-1212,URGENT: Database cluster replication delay critical alert,Database Outage,Acme Technologies,Mission Critical,Critical,Phone,Database Server,Employee,None,None,1,Database Team
TCK-1213,User inquiry: SQL query execution timing out for reporting service,Database Outage,Acme Technologies,Mission Critical,High,Portal,Database Server,External Partner,None,None,1,Database Team
TCK-1214,Issue reported: Web portal throwing HTTP 500 internal server error,Application Crash,ABC Corp,Standard Enterprise,Medium,Portal,Application Server,External Partner,Hardware Team,Network Team -> Security Team,3,Application Team
TCK-1215,Issue reported: Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,Global Finance Inc,Premium SLA,Medium,Phone,Network Device,Security Admin,None,None,1,Network Team
TCK-1216,URGENT: AWS EC2 instance instance status check failed,Cloud Outage,XYZ Ltd,Basic Support,High,Chat,Cloud VM,External Partner,None,None,1,Application Team
TCK-1217,System Alert - Database connection pool exhausted on production server,Database Outage,Global Finance Inc,Premium SLA,Medium,Portal,Database Server,Manager,None,None,1,Database Team
TCK-1218,Help needed: ERP software crashing upon submitting monthly invoice report,Application Crash,Acme Technologies,Mission Critical,Critical,Email,Desktop,Security Admin,None,None,1,Application Team
TCK-1219,Issue reported: Employee account compromised sending phishing emails,Security Incident,ABC Corp,Standard Enterprise,Critical,Phone,Desktop,IT Admin,None,None,1,Security Team
TCK-1220,Help needed: Remote access gateway timeout during sign in,VPN Issue,XYZ Ltd,Basic Support,Critical,Phone,Network Device,Manager,Security Team,Database Team -> Database Team -> Application Team,4,Network Team
TCK-1221,URGENT: Desktop PC failing to POST hardware boot diagnostic,Hardware Fault,Acme Technologies,Mission Critical,Critical,Phone,Laptop,Security Admin,None,None,1,Hardware Team
TCK-1222,Keyboard and trackpad unresponsive on developer laptop,Hardware Fault,ABC Corp,Standard Enterprise,Medium,Portal,Desktop,IT Admin,None,None,1,Hardware Team
TCK-1223,Issue reported: Employee account compromised sending phishing emails,Security Incident,Global Finance Inc,Premium SLA,Critical,Portal,Application Server,External Partner,None,None,1,Security Team
TCK-1224,User inquiry: Solid state drive reporting SMART disk failure error,Hardware Fault,XYZ Ltd,Basic Support,Critical,Email,Laptop,Manager,None,None,1,Hardware Team
TCK-1225,System Alert - Mobile app freezing on checkout payment screen,Application Crash,Global Finance Inc,Premium SLA,Medium,Email,Desktop,External Partner,None,None,1,Application Team
TCK-1226,User inquiry: ERP software crashing upon submitting monthly invoice report,Application Crash,Global Finance Inc,Premium SLA,High,Portal,Desktop,External Partner,None,None,1,Application Team
TCK-1227,User inquiry: Cannot connect to corporate VPN from home network,VPN Issue,XYZ Ltd,Basic Support,Medium,Phone,VPN,External Partner,None,None,1,Application Team
TCK-1228,Suspicious multiple failed login attempts from unknown IP address,Security Incident,XYZ Ltd,Basic Support,Medium,Chat,Database Server,External Partner,None,None,1,Security Team
TCK-1229,User inquiry: Ransomware threat notification detected on workstation,Security Incident,Global Finance Inc,Premium SLA,Medium,Chat,Cloud VM,Security Admin,None,None,1,Security Team
TCK-1230,System Alert - Laptop screen flickering and going completely blank,Hardware Fault,Acme Technologies,Mission Critical,Low,Portal,Laptop,Employee,None,None,1,Hardware Team
TCK-1231,User inquiry: AWS EC2 instance instance status check failed,Cloud Outage,ABC Corp,Standard Enterprise,Medium,Phone,Cloud VM,Employee,None,None,1,Cloud Team
TCK-1232,Help needed: Corrupted table index causing database deadlock,Database Outage,Global Finance Inc,Premium SLA,Critical,Portal,Database Server,Security Admin,None,None,1,Database Team
TCK-1233,Issue reported: Auto-scaling group failing to launch new cloud instances,Cloud Outage,Acme Technologies,Mission Critical,Critical,Email,Cloud VM,Employee,None,None,1,Cloud Team
TCK-1234,URGENT: Database connection pool exhausted on production server,Database Outage,Acme Technologies,Mission Critical,Critical,Email,Database Server,Security Admin,Security Team,Hardware Team -> Security Team,3,Database Team
TCK-1235,URGENT: AWS EC2 instance instance status check failed,Cloud Outage,Global Finance Inc,Premium SLA,High,Email,Cloud VM,External Partner,Network Team,Hardware Team -> Cloud Team -> Network Team,4,Application Team
TCK-1236,System Alert - Database connection pool exhausted on production server,Database Outage,Global Finance Inc,Premium SLA,Medium,Email,Database Server,Manager,None,None,1,Database Team
TCK-1237,Desktop PC failing to POST hardware boot diagnostic,Hardware Fault,Acme Technologies,Mission Critical,Medium,Phone,Desktop,External Partner,None,None,1,Hardware Team
TCK-1238,Issue reported: Auto-scaling group failing to launch new cloud instances,Cloud Outage,Global Finance Inc,Premium SLA,Medium,Email,Cloud VM,IT Admin,None,None,1,Cloud Team
TCK-1239,System Alert - Potential data exfiltration alert triggered on firewall,Security Incident,ABC Corp,Standard Enterprise,Critical,Phone,Application Server,IT Admin,None,None,1,Security Team
TCK-1240,Help needed: Ransomware threat notification detected on workstation,Security Incident,Global Finance Inc,Premium SLA,Critical,Email,Network Device,Manager,None,None,1,Security Team
TCK-1241,System Alert - Desktop PC failing to POST hardware boot diagnostic,Hardware Fault,ABC Corp,Standard Enterprise,Critical,Email,Desktop,External Partner,None,None,1,Hardware Team
TCK-1242,Help needed: Desktop PC failing to POST hardware boot diagnostic,Hardware Fault,ABC Corp,Standard Enterprise,Low,Email,Desktop,Security Admin,Cloud Team,Cloud Team -> Network Team,3,Hardware Team
TCK-1243,User inquiry: VPN tunnel dropping connection every few minutes,VPN Issue,XYZ Ltd,Basic Support,High,Phone,VPN,Security Admin,None,None,1,Network Team
TCK-1244,Issue reported: VPN tunnel dropping connection every few minutes,VPN Issue,ABC Corp,Standard Enterprise,Medium,Chat,VPN,Security Admin,None,None,1,Network Team
TCK-1245,Help needed: Mobile app freezing on checkout payment screen,Application Crash,Global Finance Inc,Premium SLA,High,Phone,Desktop,Security Admin,None,None,1,Application Team
TCK-1246,System Alert - CRM module memory leak causing severe slow response,Application Crash,ABC Corp,Standard Enterprise,Medium,Phone,Laptop,Security Admin,None,None,1,Application Team
TCK-1247,Issue reported: Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,XYZ Ltd,Basic Support,Critical,Phone,Network Device,Employee,Database Team,Application Team -> Cloud Team,3,Network Team
TCK-1248,User inquiry: Corrupted table index causing database deadlock,Database Outage,Acme Technologies,Mission Critical,Critical,Chat,Database Server,IT Admin,Security Team,Security Team -> Cloud Team,3,Database Team
TCK-1249,User inquiry: Ransomware threat notification detected on workstation,Security Incident,ABC Corp,Standard Enterprise,Medium,Portal,Laptop,External Partner,None,None,1,Security Team
TCK-1250,Ransomware threat notification detected on workstation,Security Incident,XYZ Ltd,Basic Support,High,Portal,Application Server,Employee,Hardware Team,Network Team -> Cloud Team,3,Security Team
TCK-1251,System Alert - Auto-scaling group failing to launch new cloud instances,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Portal,Cloud VM,Employee,Database Team,Application Team -> Database Team -> Network Team,4,Cloud Team
TCK-1252,Issue reported: CRM module memory leak causing severe slow response,Application Crash,ABC Corp,Standard Enterprise,Medium,Email,Desktop,Employee,Database Team,Database Team -> Database Team -> Hardware Team,4,Application Team
TCK-1253,System Alert - Remote access gateway timeout during sign in,VPN Issue,Global Finance Inc,Premium SLA,Medium,Phone,VPN,External Partner,None,None,1,Application Team
TCK-1254,URGENT: Cannot connect to corporate VPN from home network,VPN Issue,Global Finance Inc,Premium SLA,Critical,Portal,Network Device,Security Admin,None,None,1,Network Team
TCK-1255,URGENT: Azure Cloud VM unreachable via SSH connection,Cloud Outage,Global Finance Inc,Premium SLA,Medium,Portal,Cloud VM,Security Admin,Application Team,Hardware Team -> Database Team -> Network Team,4,Cloud Team
TCK-1256,User inquiry: Remote access gateway timeout during sign in,VPN Issue,ABC Corp,Standard Enterprise,Low,Email,Network Device,Manager,None,None,1,Network Team
TCK-1257,URGENT: Cloud storage bucket access permission denied,Cloud Outage,Acme Technologies,Mission Critical,Critical,Phone,Cloud VM,Manager,None,None,1,Cloud Team
TCK-1258,Azure Cloud VM unreachable via SSH connection,Cloud Outage,ABC Corp,Standard Enterprise,Medium,Portal,Cloud VM,External Partner,None,None,1,Cloud Team
TCK-1259,User inquiry: Remote access gateway timeout during sign in,VPN Issue,Global Finance Inc,Premium SLA,High,Chat,VPN,IT Admin,None,None,1,Network Team
TCK-1260,System Alert - Keyboard and trackpad unresponsive on developer laptop,Hardware Fault,Global Finance Inc,Premium SLA,Low,Phone,Desktop,Manager,None,None,1,Application Team
TCK-1261,URGENT: AWS EC2 instance instance status check failed,Cloud Outage,Acme Technologies,Mission Critical,High,Chat,Cloud VM,Manager,None,None,1,Cloud Team
TCK-1262,URGENT: Cannot connect to corporate VPN from home network,VPN Issue,Acme Technologies,Mission Critical,High,Portal,Network Device,Security Admin,Application Team,Application Team,2,Network Team
TCK-1263,User inquiry: Desktop app crashing with unhandled null pointer exception,Application Crash,Global Finance Inc,Premium SLA,Low,Phone,Application Server,Employee,None,None,1,Application Team
TCK-1264,Help needed: Desktop app crashing with unhandled null pointer exception,Application Crash,Global Finance Inc,Premium SLA,Critical,Chat,Laptop,Employee,None,None,1,Application Team
TCK-1265,Issue reported: Auto-scaling group failing to launch new cloud instances,Cloud Outage,XYZ Ltd,Basic Support,High,Phone,Cloud VM,Security Admin,None,None,1,Application Team
TCK-1266,URGENT: Ransomware threat notification detected on workstation,Security Incident,XYZ Ltd,Basic Support,Critical,Phone,VPN,Security Admin,None,None,1,Security Team
TCK-1267,Help needed: Remote access gateway timeout during sign in,VPN Issue,XYZ Ltd,Basic Support,Critical,Portal,VPN,Security Admin,Application Team,Hardware Team,2,Network Team
TCK-1268,Help needed: CRM module memory leak causing severe slow response,Application Crash,Global Finance Inc,Premium SLA,Medium,Phone,Laptop,IT Admin,None,None,1,Application Team
TCK-1269,System Alert - Azure Cloud VM unreachable via SSH connection,Cloud Outage,Acme Technologies,Mission Critical,Critical,Phone,Cloud VM,Manager,None,None,1,Cloud Team
TCK-1270,User inquiry: Cloud storage bucket access permission denied,Cloud Outage,XYZ Ltd,Basic Support,Critical,Chat,Cloud VM,IT Admin,None,None,1,Application Team
TCK-1271,User inquiry: Web portal throwing HTTP 500 internal server error,Application Crash,XYZ Ltd,Basic Support,Critical,Email,Application Server,External Partner,None,None,1,Application Team
TCK-1272,System Alert - Laptop screen flickering and going completely blank,Hardware Fault,Global Finance Inc,Premium SLA,Medium,Phone,Desktop,Manager,None,None,1,Application Team
TCK-1273,System Alert - Cloud storage bucket access permission denied,Cloud Outage,ABC Corp,Standard Enterprise,Critical,Chat,Cloud VM,Security Admin,None,None,1,Cloud Team
TCK-1274,User inquiry: Keyboard and trackpad unresponsive on developer laptop,Hardware Fault,ABC Corp,Standard Enterprise,High,Email,Laptop,Employee,None,None,1,Hardware Team
TCK-1275,Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,Global Finance Inc,Premium SLA,Low,Portal,Network Device,IT Admin,Cloud Team,Cloud Team,2,Network Team
TCK-1276,Desktop app crashing with unhandled null pointer exception,Application Crash,XYZ Ltd,Basic Support,Critical,Chat,Laptop,Security Admin,None,None,1,Application Team
TCK-1277,Issue reported: Desktop app crashing with unhandled null pointer exception,Application Crash,Acme Technologies,Mission Critical,Low,Phone,Laptop,Employee,None,None,1,Application Team
TCK-1278,Cannot connect to corporate VPN from home network,VPN Issue,XYZ Ltd,Basic Support,High,Chat,Network Device,IT Admin,None,None,1,Network Team
TCK-1279,Help needed: CRM module memory leak causing severe slow response,Application Crash,Global Finance Inc,Premium SLA,Critical,Phone,Laptop,Employee,Network Team,Network Team,2,Application Team
TCK-1280,Laptop screen flickering and going completely blank,Hardware Fault,XYZ Ltd,Basic Support,Medium,Phone,Laptop,Manager,None,None,1,Hardware Team
TCK-1281,System Alert - Ransomware threat notification detected on workstation,Security Incident,XYZ Ltd,Basic Support,Critical,Chat,Application Server,Manager,Database Team,Application Team -> Cloud Team -> Application Team,4,Security Team
TCK-1282,Suspicious multiple failed login attempts from unknown IP address,Security Incident,XYZ Ltd,Basic Support,Medium,Portal,VPN,Manager,None,None,1,Security Team
TCK-1283,Help needed: Web portal throwing HTTP 500 internal server error,Application Crash,Acme Technologies,Mission Critical,Low,Phone,Laptop,Manager,None,None,1,Application Team
TCK-1284,Potential data exfiltration alert triggered on firewall,Security Incident,Acme Technologies,Mission Critical,Critical,Portal,Database Server,External Partner,None,None,1,Security Team
TCK-1285,Issue reported: Potential data exfiltration alert triggered on firewall,Security Incident,Acme Technologies,Mission Critical,Medium,Email,Cloud VM,External Partner,None,None,1,Security Team
TCK-1286,URGENT: Database cluster replication delay critical alert,Database Outage,XYZ Ltd,Basic Support,Critical,Chat,Database Server,IT Admin,None,None,1,Application Team
TCK-1287,System Alert - CRM module memory leak causing severe slow response,Application Crash,XYZ Ltd,Basic Support,Medium,Email,Desktop,Security Admin,None,None,1,Application Team
TCK-1288,Help needed: SQL query execution timing out for reporting service,Database Outage,Global Finance Inc,Premium SLA,Critical,Portal,Database Server,External Partner,None,None,1,Application Team
TCK-1289,User inquiry: Corrupted table index causing database deadlock,Database Outage,Global Finance Inc,Premium SLA,Critical,Chat,Database Server,Security Admin,None,None,1,Database Team
TCK-1290,URGENT: Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,XYZ Ltd,Basic Support,High,Email,VPN,IT Admin,None,None,1,Network Team
TCK-1291,User inquiry: Corrupted table index causing database deadlock,Database Outage,Global Finance Inc,Premium SLA,Medium,Phone,Database Server,External Partner,None,None,1,Application Team
TCK-1292,URGENT: Keyboard and trackpad unresponsive on developer laptop,Hardware Fault,Global Finance Inc,Premium SLA,Critical,Portal,Laptop,External Partner,None,None,1,Application Team
TCK-1293,Help needed: Azure Cloud VM unreachable via SSH connection,Cloud Outage,ABC Corp,Standard Enterprise,Critical,Portal,Cloud VM,Security Admin,None,None,1,Cloud Team
TCK-1294,Issue reported: VPN tunnel dropping connection every few minutes,VPN Issue,Acme Technologies,Mission Critical,Medium,Email,Network Device,External Partner,None,None,1,Network Team
TCK-1295,User inquiry: Database connection pool exhausted on production server,Database Outage,Acme Technologies,Mission Critical,High,Phone,Database Server,External Partner,None,None,1,Database Team
TCK-1296,User inquiry: Solid state drive reporting SMART disk failure error,Hardware Fault,Acme Technologies,Mission Critical,Medium,Chat,Laptop,External Partner,None,None,1,Hardware Team
TCK-1297,Desktop PC failing to POST hardware boot diagnostic,Hardware Fault,XYZ Ltd,Basic Support,High,Email,Laptop,Manager,None,None,1,Hardware Team
TCK-1298,System Alert - Cloud storage bucket access permission denied,Cloud Outage,XYZ Ltd,Basic Support,Critical,Chat,Cloud VM,External Partner,None,None,1,Application Team
TCK-1299,System Alert - AWS EC2 instance instance status check failed,Cloud Outage,Acme Technologies,Mission Critical,Critical,Phone,Cloud VM,IT Admin,None,None,1,Cloud Team
TCK-1300,AWS EC2 instance instance status check failed,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Email,Cloud VM,IT Admin,None,None,1,Cloud Team
TCK-1301,Help needed: Corrupted table index causing database deadlock,Database Outage,Acme Technologies,Mission Critical,High,Chat,Database Server,IT Admin,None,None,1,Database Team
TCK-1302,URGENT: AWS EC2 instance instance status check failed,Cloud Outage,ABC Corp,Standard Enterprise,Medium,Email,Cloud VM,Security Admin,None,None,1,Cloud Team
TCK-1303,Issue reported: VPN client giving authentication error 800,VPN Issue,XYZ Ltd,Basic Support,High,Portal,VPN,IT Admin,None,None,1,Network Team
TCK-1304,Help needed: Laptop screen flickering and going completely blank,Hardware Fault,XYZ Ltd,Basic Support,High,Email,Desktop,Employee,None,None,1,Hardware Team
TCK-1305,URGENT: Cannot connect to corporate VPN from home network,VPN Issue,XYZ Ltd,Basic Support,Medium,Email,VPN,Security Admin,None,None,1,Network Team
TCK-1306,URGENT: Suspicious multiple failed login attempts from unknown IP address,Security Incident,Acme Technologies,Mission Critical,Critical,Email,Network Device,Employee,None,None,1,Security Team
TCK-1307,URGENT: Corrupted table index causing database deadlock,Database Outage,ABC Corp,Standard Enterprise,Critical,Phone,Database Server,Employee,Security Team,Network Team,2,Database Team
TCK-1308,URGENT: Desktop app crashing with unhandled null pointer exception,Application Crash,XYZ Ltd,Basic Support,Medium,Email,Laptop,Security Admin,None,None,1,Application Team
TCK-1309,Issue reported: CRM module memory leak causing severe slow response,Application Crash,ABC Corp,Standard Enterprise,Low,Chat,Application Server,Employee,None,None,1,Application Team
TCK-1310,Issue reported: Employee account compromised sending phishing emails,Security Incident,XYZ Ltd,Basic Support,Medium,Email,Application Server,IT Admin,None,None,1,Security Team
TCK-1311,Help needed: Desktop app crashing with unhandled null pointer exception,Application Crash,ABC Corp,Standard Enterprise,Medium,Chat,Application Server,IT Admin,None,None,1,Application Team
TCK-1312,System Alert - VPN tunnel dropping connection every few minutes,VPN Issue,Global Finance Inc,Premium SLA,Critical,Portal,VPN,Employee,None,None,1,Network Team
TCK-1313,Help needed: Remote access gateway timeout during sign in,VPN Issue,XYZ Ltd,Basic Support,High,Email,Network Device,Security Admin,None,None,1,Network Team
TCK-1314,User inquiry: Cannot connect to corporate VPN from home network,VPN Issue,ABC Corp,Standard Enterprise,Medium,Portal,Network Device,Employee,None,None,1,Network Team
TCK-1315,Help needed: Potential data exfiltration alert triggered on firewall,Security Incident,Global Finance Inc,Premium SLA,Critical,Portal,Application Server,Security Admin,None,None,1,Security Team
TCK-1316,Issue reported: Desktop app crashing with unhandled null pointer exception,Application Crash,Acme Technologies,Mission Critical,Low,Email,Laptop,Employee,None,None,1,Application Team
TCK-1317,Help needed: PostgreSQL database service stopped unexpectedly,Database Outage,Global Finance Inc,Premium SLA,Critical,Chat,Database Server,External Partner,None,None,1,Application Team
TCK-1318,Issue reported: Database connection pool exhausted on production server,Database Outage,ABC Corp,Standard Enterprise,Critical,Portal,Database Server,Security Admin,None,None,1,Database Team
TCK-1319,URGENT: Azure Cloud VM unreachable via SSH connection,Cloud Outage,ABC Corp,Standard Enterprise,High,Chat,Cloud VM,Manager,None,None,1,Cloud Team
TCK-1320,Desktop app crashing with unhandled null pointer exception,Application Crash,Acme Technologies,Mission Critical,Medium,Phone,Laptop,Manager,None,None,1,Application Team
TCK-1321,Help needed: Cannot connect to corporate VPN from home network,VPN Issue,Global Finance Inc,Premium SLA,High,Portal,VPN,IT Admin,None,None,1,Network Team
TCK-1322,URGENT: Mobile app freezing on checkout payment screen,Application Crash,Global Finance Inc,Premium SLA,High,Email,Application Server,External Partner,None,None,1,Application Team
TCK-1323,Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,ABC Corp,Standard Enterprise,Low,Portal,VPN,Manager,Hardware Team,Application Team -> Database Team,3,Network Team
TCK-1324,User inquiry: Database connection pool exhausted on production server,Database Outage,Global Finance Inc,Premium SLA,High,Chat,Database Server,Manager,None,None,1,Database Team
TCK-1325,URGENT: Solid state drive reporting SMART disk failure error,Hardware Fault,Acme Technologies,Mission Critical,Medium,Email,Laptop,Employee,None,None,1,Hardware Team
TCK-1326,URGENT: VPN client giving authentication error 800,VPN Issue,Global Finance Inc,Premium SLA,High,Portal,Network Device,IT Admin,None,None,1,Network Team
TCK-1327,Issue reported: Remote access gateway timeout during sign in,VPN Issue,Acme Technologies,Mission Critical,Medium,Chat,Network Device,External Partner,None,None,1,Network Team
TCK-1328,Ransomware threat notification detected on workstation,Security Incident,XYZ Ltd,Basic Support,Critical,Portal,Laptop,Manager,Network Team,Hardware Team -> Network Team,3,Security Team
TCK-1329,Cloud storage bucket access permission denied,Cloud Outage,Acme Technologies,Mission Critical,High,Chat,Cloud VM,Employee,None,None,1,Cloud Team
TCK-1330,VPN tunnel dropping connection every few minutes,VPN Issue,Acme Technologies,Mission Critical,Medium,Chat,VPN,Employee,None,None,1,Network Team
TCK-1331,Overheating CPU causing laptop system thermal shutdown,Hardware Fault,ABC Corp,Standard Enterprise,Medium,Chat,Laptop,External Partner,Network Team,Application Team -> Security Team -> Security Team,4,Hardware Team
TCK-1332,Help needed: Solid state drive reporting SMART disk failure error,Hardware Fault,Global Finance Inc,Premium SLA,Critical,Phone,Desktop,IT Admin,Security Team,Cloud Team,2,Application Team
TCK-1333,URGENT: VPN tunnel dropping connection every few minutes,VPN Issue,XYZ Ltd,Basic Support,High,Chat,Network Device,Security Admin,Database Team,Application Team -> Hardware Team,3,Network Team
TCK-1334,URGENT: Employee account compromised sending phishing emails,Security Incident,ABC Corp,Standard Enterprise,Critical,Portal,Network Device,Manager,Database Team,Network Team -> Database Team,3,Security Team
